source,listing_id,title,location,property_type,bedrooms,bathrooms,size_sqft,price_kes,amenities,listing_url,scrape_date
PropertyPro,R0199,2BR Villa in Parklands,Parklands,Villa,2,1,1033,22231118,,https://example.com/property/199,2026-02-02
DiamondTrust,S0200,2BR Apartment in Langata,Langata,Apartment,2,2,850,11926582,lift|security|internet|playground,https://example.com/property/200,2026-02-16
BuyRentKenya,T0201,5BR Bungalow in Kileleshwa,Kileleshwa,Bungalow,5,4,1011,71149810,parking|lift|playground,https://example.com/property/201,2026-01-23
BuyRentKenya,U0202,2BR Apartment in Komarock,Komarock,Apartment,2,1,796,12034133,,https://example.com/property/202,2026-01-26
BuyRentKenya,V0203,1BR Villa in Buruburu,Buruburu,Villa,1,1,1130,8768235,cctv|generator|gym|furnished,https://example.com/property/203,2026-02-12
DiamondTrust,W0204,4BR House in Westlands,Westlands,House,4,4,2723,96420012,pool|parking|playground|balcony,https://example.com/property/204,2026-01-21
BuyRentKenya,X0205,3BR Villa in Syokimau,Syokimau,Villa,3,2,2325,14762026,security|water|generator|gym,https://example.com/property/205,2026-02-02
DiamondTrust,Y0206,2BR Villa in Komarock,Komarock,Villa,2,1,1140,14935457,gym|security|cctv,https://example.com/property/206,2026-02-09
DiamondTrust,Z0207,2BR Apartment in Lavington,Lavington,Apartment,2,2,807,47908838,generator|furnished,https://example.com/property/207,2026-02-06
PropertyPro,A0208,3BR Apartment in Buruburu,Buruburu,Apartment,3,2,1496,11211152,parking|water|garden|lift,https://example.com/property/208,2026-01-26
BuyRentKenya,B0209,2BR House in Karen,Karen,House,2,2,1097,101224904,balcony|gym,https://example.com/property/209,2026-02-12
PropertyPro,C0210,2BR House in Parklands,Parklands,House,2,1,1313,16225481,,https://example.com/property/210,2026-02-17
PropertyPro,D0211,1BR House in Embakasi,Embakasi,House,1,2,1065,6567737,furnished|garden|lift,https://example.com/property/211,2026-01-25
BuyRentKenya,E0212,2BR Villa in Kilimani,Kilimani,Villa,2,2,904,34834595,,https://example.com/property/212,2026-01-31
BuyRentKenya,F0213,2BR House in Kilimani,Kilimani,House,2,1,1431,50989961,,https://example.com/property/213,2026-02-15
DiamondTrust,G0214,2BR House in Parklands,Parklands,House,2,2,1323,21285599,,https://example.com/property/214,2026-02-11
PropertyPro,H0215,2BR Villa in Donholm,Donholm,Villa,2,1,1173,7956462,,https://example.com/property/215,2026-01-28
DiamondTrust,I0216,2BR Apartment in Kasarani,Kasarani,Apartment,2,1,925,13289617,water|furnished|internet,https://example.com/property/216,2026-01-28
PropertyPro,J0217,4BR House in Kasarani,Kasarani,House,4,3,3175,14949694,,https://example.com/property/217,2026-01-20
BuyRentKenya,K0218,2BR Townhouse in Westlands,Westlands,Townhouse,2,1,1001,63743364,,https://example.com/property/218,2026-01-26
PropertyPro,L0219,2BR Bungalow in Westlands,Westlands,Bungalow,2,2,1603,35676810,,https://example.com/property/219,2026-01-22
DiamondTrust,M0220,5BR Townhouse in Thika Road,Thika Road,Townhouse,5,4,1054,14264484,pool|balcony|internet|gym,https://example.com/property/220,2026-01-21
DiamondTrust,N0221,1BR Villa in Syokimau,Syokimau,Villa,1,2,947,10219287,gym|water|playground,https://example.com/property/221,2026-02-12
BuyRentKenya,O0222,1BR Bungalow in Upper Hill,Upper Hill,Bungalow,1,2,1065,24500934,,https://example.com/property/222,2026-02-11
BuyRentKenya,P0223,4BR Apartment in Buruburu,Buruburu,Apartment,4,4,1377,7384938,,https://example.com/property/223,2026-02-05
DiamondTrust,Q0224,3BR Townhouse in Langata,Langata,Townhouse,3,2,1463,9153002,,https://example.com/property/224,2026-01-30
PropertyPro,R0225,2BR Townhouse in Upper Hill,Upper Hill,Townhouse,2,2,1280,70918598,balcony|gym|lift|garden|cctv,https://example.com/property/225,2026-02-05
DiamondTrust,S0226,3BR Townhouse in Parklands,Parklands,Townhouse,3,2,1356,31796947,security|pool|garden,https://example.com/property/226,2026-02-15
PropertyPro,T0227,2BR House in Ongata Rongai,Ongata Rongai,House,2,1,1431,7876264,,https://example.com/property/227,2026-01-27
BuyRentKenya,U0228,5BR Villa in Parklands,Parklands,Villa,5,4,4983,48686817,security|balcony|water,https://example.com/property/228,2026-02-01
PropertyPro,V0229,3BR Townhouse in Ongata Rongai,Ongata Rongai,Townhouse,3,3,1808,17716262,,https://example.com/property/229,2026-01-29
DiamondTrust,W0230,2BR Townhouse in Ongata Rongai,Ongata Rongai,Townhouse,2,2,1140,5000000,,https://example.com/property/230,2026-02-08
PropertyPro,X0231,3BR Bungalow in Kitengela,Kitengela,Bungalow,3,2,2561,11695887,pool|garden,https://example.com/property/231,2026-02-19
PropertyPro,Y0232,1BR Villa in Donholm,Donholm,Villa,1,2,1140,9021295,,https://example.com/property/232,2026-02-11
DiamondTrust,Z0233,4BR Villa in Parklands,Parklands,Villa,4,4,3993,14657484,garden|internet,https://example.com/property/233,2026-01-26
BuyRentKenya,A0234,4BR Apartment in Syokimau,Syokimau,Apartment,4,4,1603,4658175,,https://example.com/property/234,2026-02-01
BuyRentKenya,B0235,2BR Bungalow in Komarock,Komarock,Bungalow,2,2,1474,14917176,generator|garden|parking|internet,https://example.com/property/235,2026-01-26
DiamondTrust,C0236,3BR Apartment in Embakasi,Embakasi,Apartment,3,2,1248,7477874,balcony|generator|water|playground|parking,https://example.com/property/236,2026-02-19
BuyRentKenya,D0237,2BR House in Kileleshwa,Kileleshwa,House,2,2,1270,36601678,parking|gym|internet|furnished,https://example.com/property/237,2026-02-02
BuyRentKenya,E0238,3BR Apartment in Thika Road,Thika Road,Apartment,3,3,1140,9566480,,https://example.com/property/238,2026-02-06
PropertyPro,F0239,2BR Apartment in Komarock,Komarock,Apartment,2,1,818,9101566,,https://example.com/property/239,2026-02-11
PropertyPro,G0240,2BR Bungalow in Lavington,Lavington,Bungalow,2,1,1636,34225187,gym|garden|pool,https://example.com/property/240,2026-01-27
DiamondTrust,H0241,4BR Townhouse in Syokimau,Syokimau,Townhouse,4,3,1776,22196854,,https://example.com/property/241,2026-02-14
BuyRentKenya,I0242,1BR Apartment in Upper Hill,Upper Hill,Apartment,1,2,570,49876170,,https://example.com/property/242,2026-01-20
BuyRentKenya,J0243,2BR Villa in Langata,Langata,Villa,2,1,1065,9216400,cctv|furnished|gym,https://example.com/property/243,2026-02-14
PropertyPro,K0244,2BR House in Runda,Runda,House,2,1,1345,117945707,,https://example.com/property/244,2026-02-11
DiamondTrust,L0245,1BR Villa in Thika Road,Thika Road,Villa,1,2,1227,5679907,gym|cctv,https://example.com/property/245,2026-01-22
PropertyPro,M0246,2BR Bungalow in Westlands,Westlands,Bungalow,2,2,1550,40439509,,https://example.com/property/246,2026-01-27
PropertyPro,N0247,4BR Townhouse in Syokimau,Syokimau,Townhouse,4,3,2238,12520045,parking|gym|water|cctv|balcony,https://example.com/property/247,2026-02-04
PropertyPro,O0248,2BR House in Komarock,Komarock,House,2,2,1431,3000000,,https://example.com/property/248,2026-02-10
DiamondTrust,P0249,2BR Villa in Lavington,Lavington,Villa,2,2,947,30686271,,https://example.com/property/249,2026-02-01
DiamondTrust,Q0250,4BR Villa in Parklands,Parklands,Villa,4,4,3336,42616181,playground|gym|garden|internet,https://example.com/property/250,2026-01-26
DiamondTrust,R0251,4BR Villa in Upper Hill,Upper Hill,Villa,4,3,4047,42652529,balcony|garden|cctv,https://example.com/property/251,2026-02-07
BuyRentKenya,S0252,3BR House in Lavington,Lavington,House,3,3,2195,53894323,security|parking|furnished|playground|garden,https://example.com/property/252,2026-02-16
PropertyPro,T0253,1BR Townhouse in Kilimani,Kilimani,Townhouse,1,2,1097,25343915,parking|pool,https://example.com/property/253,2026-01-20
DiamondTrust,U0254,2BR Bungalow in Kasarani,Kasarani,Bungalow,2,2,1582,5372727,,https://example.com/property/254,2026-02-06
BuyRentKenya,V0255,2BR Bungalow in Kitengela,Kitengela,Bungalow,2,1,1388,6619172,,https://example.com/property/255,2026-02-03
PropertyPro,W0256,3BR Villa in Lavington,Lavington,Villa,3,2,2637,43087060,parking|gym|security|cctv,https://example.com/property/256,2026-02-02
BuyRentKenya,X0257,4BR Apartment in Westlands,Westlands,Apartment,4,3,1797,49625078,generator|internet|water,https://example.com/property/257,2026-02-05
PropertyPro,Y0258,1BR Apartment in Donholm,Donholm,Apartment,1,1,570,10184594,playground|water|generator|internet,https://example.com/property/258,2026-01-26
PropertyPro,Z0259,1BR House in Ongata Rongai,Ongata Rongai,House,1,2,893,6937239,internet|generator|playground|water,https://example.com/property/259,2026-01-25
BuyRentKenya,A0260,2BR Bungalow in Kasarani,Kasarani,Bungalow,2,2,1679,4213233,pool|cctv,https://example.com/property/260,2026-01-23
DiamondTrust,B0261,4BR Villa in Westlands,Westlands,Villa,4,4,3078,88379382,pool|playground|garden,https://example.com/property/261,2026-01-23
PropertyPro,C0262,2BR Townhouse in Karen,Karen,Townhouse,2,2,1119,63287356,,https://example.com/property/262,2026-02-01
BuyRentKenya,D0263,3BR Villa in Komarock,Komarock,Villa,3,2,2938,4753589,,https://example.com/property/263,2026-02-01
DiamondTrust,E0264,4BR House in Ongata Rongai,Ongata Rongai,House,4,3,2518,9616669,,https://example.com/property/264,2026-02-09
PropertyPro,F0265,2BR Apartment in Kasarani,Kasarani,Apartment,2,1,796,12355892,parking|security|furnished|gym,https://example.com/property/265,2026-02-04
BuyRentKenya,G0266,3BR Apartment in Thika Road,Thika Road,Apartment,3,2,1323,7997704,parking|furnished|balcony|internet|garden,https://example.com/property/266,2026-01-27
DiamondTrust,H0267,4BR Villa in Kasarani,Kasarani,Villa,4,4,4047,9516567,playground|lift|balcony|generator,https://example.com/property/267,2026-02-13
DiamondTrust,I0268,3BR Apartment in Lavington,Lavington,Apartment,3,3,1065,45433518,,https://example.com/property/268,2026-01-28
BuyRentKenya,J0269,3BR Bungalow in Komarock,Komarock,Bungalow,3,3,2281,5686522,furnished|internet|playground,https://example.com/property/269,2026-01-26
BuyRentKenya,K0270,1BR Apartment in Syokimau,Syokimau,Apartment,1,1,516,5914996,,https://example.com/property/270,2026-02-16
PropertyPro,L0271,1BR House in Kasarani,Kasarani,House,1,1,904,8935573,cctv|balcony,https://example.com/property/271,2026-02-09
BuyRentKenya,M0272,3BR Bungalow in Westlands,Westlands,Bungalow,3,2,2281,34968777,,https://example.com/property/272,2026-01-24
PropertyPro,N0273,2BR Apartment in Komarock,Komarock,Apartment,2,2,710,8992036,water|balcony,https://example.com/property/273,2026-01-26
DiamondTrust,O0274,4BR Apartment in Karen,Karen,Apartment,4,3,1410,125164172,generator|gym|garden|pool|furnished,https://example.com/property/274,2026-01-27
PropertyPro,P0275,2BR Villa in Syokimau,Syokimau,Villa,2,2,1270,3602830,lift|balcony|security|generator,https://example.com/property/275,2026-02-17
PropertyPro,Q0276,5BR Bungalow in Parklands,Parklands,Bungalow,5,5,1173,35153308,,https://example.com/property/276,2026-02-12
PropertyPro,R0277,2BR Villa in Parklands,Parklands,Villa,2,1,1259,26093097,,https://example.com/property/277,2026-02-12
PropertyPro,S0278,2BR Townhouse in Langata,Langata,Townhouse,2,2,1162,13543447,,https://example.com/property/278,2026-02-09
DiamondTrust,T0279,3BR House in Westlands,Westlands,House,3,2,2066,19597739,,https://example.com/property/279,2026-02-01
BuyRentKenya,U0280,1BR Apartment in Kilimani,Kilimani,Apartment,1,2,592,27888550,,https://example.com/property/280,2026-02-13
PropertyPro,V0281,3BR Villa in Kasarani,Kasarani,Villa,3,3,2346,10887890,furnished|pool,https://example.com/property/281,2026-02-02
PropertyPro,W0282,3BR Villa in Donholm,Donholm,Villa,3,2,3175,11553414,lift|security|internet|water|pool,https://example.com/property/282,2026-01-28
PropertyPro,X0283,3BR Villa in Donholm,Donholm,Villa,3,3,2152,16594830,,https://example.com/property/283,2026-01-27
BuyRentKenya,Y0284,3BR Apartment in Ngong,Ngong,Apartment,3,3,1097,28158329,,https://example.com/property/284,2026-02-17
BuyRentKenya,Z0285,2BR Townhouse in Kitengela,Kitengela,Townhouse,2,2,1259,12079500,balcony|internet,https://example.com/property/285,2026-01-24
PropertyPro,A0286,1BR Townhouse in Kasarani,Kasarani,Townhouse,1,1,936,4256788,pool|furnished|generator|gym|balcony,https://example.com/property/286,2026-01-20
BuyRentKenya,B0287,2BR Villa in Upper Hill,Upper Hill,Villa,2,1,1108,39951369,internet|water|garden|generator,https://example.com/property/287,2026-02-19
BuyRentKenya,C0288,1BR Apartment in Embakasi,Embakasi,Apartment,1,2,462,5331754,,https://example.com/property/288,2026-02-12
PropertyPro,D0289,3BR Townhouse in Embakasi,Embakasi,Townhouse,3,2,1463,3654079,playground|security|generator|furnished|water,https://example.com/property/289,2026-02-01
BuyRentKenya,E0290,2BR Apartment in Westlands,Westlands,Apartment,2,1,968,34090761,playground|garden|security|gym,https://example.com/property/290,2026-02-17
PropertyPro,F0291,2BR House in Parklands,Parklands,House,2,2,1431,14429356,security|parking|internet|lift,https://example.com/property/291,2026-01-21
DiamondTrust,G0292,3BR Townhouse in Kileleshwa,Kileleshwa,Townhouse,3,2,1733,36110499,,https://example.com/property/292,2026-02-02
DiamondTrust,H0293,2BR Townhouse in Syokimau,Syokimau,Townhouse,2,2,979,12570021,generator|internet|lift|garden|balcony,https://example.com/property/293,2026-02-08
BuyRentKenya,I0294,3BR House in Kileleshwa,Kileleshwa,House,3,3,1582,19913263,lift|security|balcony,https://example.com/property/294,2026-02-10
BuyRentKenya,J0295,3BR Bungalow in Kileleshwa,Kileleshwa,Bungalow,3,2,2475,38731248,,https://example.com/property/295,2026-01-30
DiamondTrust,K0296,3BR Apartment in Kasarani,Kasarani,Apartment,3,3,1076,3803980,,https://example.com/property/296,2026-02-14
DiamondTrust,L0297,4BR House in Ngong,Ngong,House,4,4,2691,14863151,gym|internet|garden,https://example.com/property/297,2026-02-05
DiamondTrust,M0298,2BR House in Embakasi,Embakasi,House,2,2,1463,3065601,pool|playground|security|water,https://example.com/property/298,2026-02-01
PropertyPro,N0299,3BR House in Langata,Langata,House,3,2,1571,27364135,playground|pool|security|internet|balcony,https://example.com/property/299,2026-02-15
DiamondTrust,O0300,2BR Apartment in Langata,Langata,Apartment,2,1,699,26139298,,https://example.com/property/300,2026-02-15
PropertyPro,P0301,1BR Bungalow in Upper Hill,Upper Hill,Bungalow,1,2,1248,20669842,,https://example.com/property/301,2026-02-19
DiamondTrust,Q0302,4BR Villa in Ngong,Ngong,Villa,4,3,3875,11428165,playground|pool|lift|security,https://example.com/property/302,2026-01-30
DiamondTrust,R0303,4BR Apartment in Ngong,Ngong,Apartment,4,3,1367,33921373,,https://example.com/property/303,2026-02-12
BuyRentKenya,S0304,2BR Villa in Upper Hill,Upper Hill,Villa,2,2,1151,81977181,garden|balcony|parking|furnished,https://example.com/property/304,2026-02-19
BuyRentKenya,T0305,1BR Bungalow in Karen,Karen,Bungalow,1,1,1044,26536464,,https://example.com/property/305,2026-02-15
PropertyPro,U0306,3BR Villa in Thika Road,Thika Road,Villa,3,3,2152,7994713,internet|garden,https://example.com/property/306,2026-01-20
PropertyPro,V0307,4BR Apartment in Syokimau,Syokimau,Apartment,4,3,1399,5639502,,https://example.com/property/307,2026-02-07
PropertyPro,W0308,4BR Villa in Runda,Runda,Villa,4,3,3035,168691431,balcony|parking|pool,https://example.com/property/308,2026-02-12
DiamondTrust,X0309,3BR Villa in Komarock,Komarock,Villa,3,2,2443,12897600,playground|furnished|security|lift|internet,https://example.com/property/309,2026-02-08
DiamondTrust,Y0310,3BR House in Kileleshwa,Kileleshwa,House,3,2,2077,41434313,,https://example.com/property/310,2026-01-30
PropertyPro,Z0311,4BR Villa in Runda,Runda,Villa,4,4,4499,182304688,garden|pool|internet|balcony,https://example.com/property/311,2026-01-25
DiamondTrust,A0312,3BR Townhouse in Ngong,Ngong,Townhouse,3,3,1442,20969600,,https://example.com/property/312,2026-02-10
PropertyPro,B0313,5BR Bungalow in Langata,Langata,Bungalow,5,4,893,42014599,cctv|parking|water,https://example.com/property/313,2026-02-10
BuyRentKenya,C0314,2BR Villa in Kasarani,Kasarani,Villa,2,1,1151,4791487,security|gym,https://example.com/property/314,2026-02-04
DiamondTrust,D0315,2BR Townhouse in Runda,Runda,Townhouse,2,2,957,107268410,security|cctv|gym|balcony,https://example.com/property/315,2026-02-16
PropertyPro,E0316,3BR Apartment in Kitengela,Kitengela,Apartment,3,2,1194,13421009,security|gym|lift|cctv,https://example.com/property/316,2026-02-14
DiamondTrust,F0317,2BR Villa in Lavington,Lavington,Villa,2,2,1044,33168988,,https://example.com/property/317,2026-02-12
DiamondTrust,G0318,3BR House in Kasarani,Kasarani,House,3,2,2077,13333849,cctv|security|playground,https://example.com/property/318,2026-01-26
DiamondTrust,H0319,3BR House in Kilimani,Kilimani,House,3,2,2023,34257085,security|internet|pool|water|playground,https://example.com/property/319,2026-02-06
BuyRentKenya,I0320,1BR Townhouse in Kilimani,Kilimani,Townhouse,1,2,1194,15000000,cctv|garden|internet|generator,https://example.com/property/320,2026-01-29
BuyRentKenya,J0321,1BR Townhouse in Parklands,Parklands,Townhouse,1,1,1205,10000000,,https://example.com/property/321,2026-02-13
BuyRentKenya,K0322,3BR Bungalow in Ongata Rongai,Ongata Rongai,Bungalow,3,2,2185,20769691,,https://example.com/property/322,2026-01-25
PropertyPro,L0323,3BR Bungalow in Donholm,Donholm,Bungalow,3,3,1991,8453318,,https://example.com/property/323,2026-02-01
DiamondTrust,M0324,4BR Apartment in Upper Hill,Upper Hill,Apartment,4,3,1915,81596427,gym|parking|generator|water|garden,https://example.com/property/324,2026-02-05
DiamondTrust,N0325,3BR Apartment in Donholm,Donholm,Apartment,3,3,1463,16302861,parking|generator|water|balcony|garden,https://example.com/property/325,2026-02-09
PropertyPro,O0326,3BR Townhouse in Lavington,Lavington,Townhouse,3,2,1711,28024528,lift|playground|pool|garden,https://example.com/property/326,2026-02-08
BuyRentKenya,P0327,3BR House in Kileleshwa,Kileleshwa,House,3,2,2066,35022613,,https://example.com/property/327,2026-02-15
BuyRentKenya,Q0328,3BR Apartment in Langata,Langata,Apartment,3,2,1485,24087059,balcony|generator|pool|gym|cctv,https://example.com/property/328,2026-01-20
DiamondTrust,R0329,3BR Bungalow in Syokimau,Syokimau,Bungalow,3,3,2368,11408653,generator|gym|parking,https://example.com/property/329,2026-01-24
PropertyPro,S0330,3BR Apartment in Syokimau,Syokimau,Apartment,3,2,1334,17679735,cctv|lift|playground|security,https://example.com/property/330,2026-02-17
DiamondTrust,T0331,1BR Bungalow in Kilimani,Kilimani,Bungalow,1,2,1216,15000000,security|furnished|water,https://example.com/property/331,2026-02-13
DiamondTrust,U0332,3BR House in Ngong,Ngong,House,3,3,2120,8696755,gym|security|balcony,https://example.com/property/332,2026-02-04
DiamondTrust,V0333,2BR House in Langata,Langata,House,2,1,1410,13673849,gym|garden|balcony,https://example.com/property/333,2026-02-16
PropertyPro,W0334,2BR House in Karen,Karen,House,2,1,1474,93181831,parking|generator|water,https://example.com/property/334,2026-01-28
BuyRentKenya,X0335,2BR House in Upper Hill,Upper Hill,House,2,1,1410,81825721,,https://example.com/property/335,2026-02-05
PropertyPro,Y0336,3BR Villa in Parklands,Parklands,Villa,3,3,2572,25942801,,https://example.com/property/336,2026-01-26
DiamondTrust,Z0337,4BR House in Buruburu,Buruburu,House,4,3,2626,6899742,security|garden,https://example.com/property/337,2026-02-19
PropertyPro,A0338,2BR Apartment in Embakasi,Embakasi,Apartment,2,1,871,8532419,pool|lift,https://example.com/property/338,2026-02-12
DiamondTrust,B0339,4BR Bungalow in Thika Road,Thika Road,Bungalow,4,4,3864,6975992,pool|furnished|garden,https://example.com/property/339,2026-02-08
BuyRentKenya,C0340,3BR Villa in Ngong,Ngong,Villa,3,2,2777,15457417,playground|parking|furnished|internet,https://example.com/property/340,2026-01-26
DiamondTrust,D0341,2BR House in Ngong,Ngong,House,2,2,1410,21974173,security|playground,https://example.com/property/341,2026-01-27
BuyRentKenya,E0342,2BR House in Ongata Rongai,Ongata Rongai,House,2,2,1237,5226245,cctv|water,https://example.com/property/342,2026-02-14
DiamondTrust,F0343,3BR Bungalow in Komarock,Komarock,Bungalow,3,3,1765,14920452,parking|water|pool|gym,https://example.com/property/343,2026-01-29
DiamondTrust,G0344,3BR Townhouse in Donholm,Donholm,Townhouse,3,3,1636,13808891,parking|gym,https://example.com/property/344,2026-01-29
BuyRentKenya,H0345,4BR Bungalow in Kasarani,Kasarani,Bungalow,4,3,3713,13371947,parking|internet,https://example.com/property/345,2026-02-16
BuyRentKenya,I0346,2BR Bungalow in Runda,Runda,Bungalow,2,1,1829,163238468,cctv|parking,https://example.com/property/346,2026-02-19
BuyRentKenya,J0347,1BR Villa in Thika Road,Thika Road,Villa,1,2,1033,8875154,,https://example.com/property/347,2026-01-29
PropertyPro,K0348,4BR Bungalow in Thika Road,Thika Road,Bungalow,4,4,3595,15463849,cctv|parking|pool|security,https://example.com/property/348,2026-02-03
BuyRentKenya,L0349,1BR Townhouse in Embakasi,Embakasi,Townhouse,1,2,979,4768766,,https://example.com/property/349,2026-02-16
BuyRentKenya,M0350,2BR House in Syokimau,Syokimau,House,2,1,1323,7494006,security|cctv|pool,https://example.com/property/350,2026-01-27
BuyRentKenya,N0351,5BR House in Donholm,Donholm,House,5,4,4477,28644555,pool|generator|security,https://example.com/property/351,2026-01-22
PropertyPro,O0352,2BR House in Embakasi,Embakasi,House,2,2,1270,4288398,,https://example.com/property/352,2026-02-04
PropertyPro,P0353,3BR Apartment in Parklands,Parklands,Apartment,3,2,1162,35358656,furnished|gym|generator|garden,https://example.com/property/353,2026-01-21
DiamondTrust,Q0354,4BR House in Kilimani,Kilimani,House,4,3,2346,65705455,cctv|gym|water|internet,https://example.com/property/354,2026-02-01
BuyRentKenya,R0355,1BR House in Thika Road,Thika Road,House,1,2,1001,6718244,,https://example.com/property/355,2026-02-09
BuyRentKenya,S0356,4BR Townhouse in Karen,Karen,Townhouse,4,4,2120,153824202,,https://example.com/property/356,2026-02-11
PropertyPro,T0357,4BR Apartment in Ngong,Ngong,Apartment,4,4,1302,22716950,,https://example.com/property/357,2026-02-16
PropertyPro,U0358,3BR Villa in Donholm,Donholm,Villa,3,3,2281,7392584,furnished|garden,https://example.com/property/358,2026-02-16
BuyRentKenya,V0359,2BR House in Ongata Rongai,Ongata Rongai,House,2,1,1270,17336638,cctv|pool|garden|security,https://example.com/property/359,2026-02-16
PropertyPro,W0360,1BR Townhouse in Lavington,Lavington,Townhouse,1,2,1270,26467661,cctv|pool|furnished,https://example.com/property/360,2026-02-01
BuyRentKenya,X0361,5BR Bungalow in Westlands,Westlands,Bungalow,5,4,1248,120000000,gym|pool,https://example.com/property/361,2026-01-26
BuyRentKenya,Y0362,4BR House in Kileleshwa,Kileleshwa,House,4,3,3207,62434369,parking|furnished|pool|playground|internet,https://example.com/property/362,2026-02-03
BuyRentKenya,Z0363,4BR Villa in Embakasi,Embakasi,Villa,4,4,4058,9116850,,https://example.com/property/363,2026-02-10
BuyRentKenya,A0364,4BR Villa in Embakasi,Embakasi,Villa,4,4,4391,9192531,lift|cctv|security|playground,https://example.com/property/364,2026-01-25
BuyRentKenya,B0365,3BR Townhouse in Donholm,Donholm,Townhouse,3,2,1808,13744390,playground|generator|lift,https://example.com/property/365,2026-02-18
BuyRentKenya,C0366,3BR Townhouse in Embakasi,Embakasi,Townhouse,3,3,1872,3402614,security|garden|lift,https://example.com/property/366,2026-02-04
PropertyPro,D0367,3BR Apartment in Kileleshwa,Kileleshwa,Apartment,3,2,1517,37528863,generator|water|garden|lift|pool,https://example.com/property/367,2026-02-05
PropertyPro,E0368,3BR Bungalow in Kasarani,Kasarani,Bungalow,3,3,1797,10731837,security|gym|furnished|water|parking,https://example.com/property/368,2026-01-21
DiamondTrust,F0369,2BR Bungalow in Komarock,Komarock,Bungalow,2,2,1323,13913321,,https://example.com/property/369,2026-01-30
DiamondTrust,G0370,3BR Villa in Kitengela,Kitengela,Villa,3,3,2938,16328324,cctv|furnished|garden,https://example.com/property/370,2026-02-01
DiamondTrust,H0371,2BR Villa in Kileleshwa,Kileleshwa,Villa,2,2,1162,24491019,,https://example.com/property/371,2026-02-12
DiamondTrust,I0372,4BR Bungalow in Lavington,Lavington,Bungalow,4,4,2669,74366692,,https://example.com/property/372,2026-01-25
BuyRentKenya,J0373,4BR Bungalow in Thika Road,Thika Road,Bungalow,4,4,2841,11002223,,https://example.com/property/373,2026-02-16
PropertyPro,K0374,3BR Townhouse in Parklands,Parklands,Townhouse,3,2,1334,16226727,,https://example.com/property/374,2026-01-31
BuyRentKenya,L0375,3BR House in Upper Hill,Upper Hill,House,3,3,2206,28895009,parking|pool|internet,https://example.com/property/375,2026-02-15
DiamondTrust,M0376,2BR House in Buruburu,Buruburu,House,2,2,1431,3000000,,https://example.com/property/376,2026-01-25
BuyRentKenya,N0377,1BR Townhouse in Lavington,Lavington,Townhouse,1,1,1054,26121661,,https://example.com/property/377,2026-02-14
PropertyPro,O0378,3BR House in Komarock,Komarock,House,3,3,2109,5321538,parking|cctv,https://example.com/property/378,2026-02-06
BuyRentKenya,P0379,2BR Villa in Runda,Runda,Villa,2,1,1140,61269338,,https://example.com/property/379,2026-02-19
BuyRentKenya,Q0380,5BR House in Langata,Langata,House,5,4,3950,48976547,,https://example.com/property/380,2026-02-07
PropertyPro,R0381,3BR Villa in Runda,Runda,Villa,3,3,2734,113208998,,https://example.com/property/381,2026-02-03
DiamondTrust,S0382,2BR House in Kitengela,Kitengela,House,2,1,1410,16402923,,https://example.com/property/382,2026-01-28
BuyRentKenya,T0383,3BR Apartment in Kileleshwa,Kileleshwa,Apartment,3,3,1280,49261196,,https://example.com/property/383,2026-02-03
PropertyPro,U0384,3BR House in Donholm,Donholm,House,3,2,1937,7775488,,https://example.com/property/384,2026-01-31
PropertyPro,V0385,3BR Bungalow in Lavington,Lavington,Bungalow,3,2,1851,24180313,security|cctv|balcony|internet|playground,https://example.com/property/385,2026-02-09
BuyRentKenya,W0386,1BR Apartment in Komarock,Komarock,Apartment,1,2,613,9851639,playground|balcony|security|cctv|parking,https://example.com/property/386,2026-01-29
BuyRentKenya,X0387,2BR Apartment in Upper Hill,Upper Hill,Apartment,2,1,710,77979004,,https://example.com/property/387,2026-02-16
PropertyPro,Y0388,2BR Villa in Lavington,Lavington,Villa,2,2,914,45237149,gym|furnished|parking,https://example.com/property/388,2026-02-05
DiamondTrust,Z0389,1BR Bungalow in Lavington,Lavington,Bungalow,1,1,861,14915021,,https://example.com/property/389,2026-01-27
BuyRentKenya,A0390,4BR Bungalow in Donholm,Donholm,Bungalow,4,4,2917,20263741,parking|playground|furnished,https://example.com/property/390,2026-02-09
PropertyPro,B0391,2BR Apartment in Langata,Langata,Apartment,2,2,775,12251741,generator|cctv|gym|furnished,https://example.com/property/391,2026-01-31
DiamondTrust,C0392,3BR Townhouse in Syokimau,Syokimau,Townhouse,3,2,1560,11017710,garden|generator,https://example.com/property/392,2026-02-11
PropertyPro,D0393,2BR Apartment in Lavington,Lavington,Apartment,2,2,796,49917710,cctv|parking|generator|internet|gym,https://example.com/property/393,2026-02-19
BuyRentKenya,E0394,2BR Apartment in Kilimani,Kilimani,Apartment,2,2,893,36939485,generator|security|parking|furnished|cctv,https://example.com/property/394,2026-02-01
PropertyPro,F0395,2BR House in Langata,Langata,House,2,1,1087,8000000,parking|generator,https://example.com/property/395,2026-02-15
DiamondTrust,G0396,3BR Bungalow in Kileleshwa,Kileleshwa,Bungalow,3,2,2098,42525263,internet|lift,https://example.com/property/396,2026-02-03
DiamondTrust,H0397,3BR Villa in Langata,Langata,Villa,3,2,2852,13667005,garden|generator,https://example.com/property/397,2026-01-20
